CGPA,backlogs,internships,projects,certifications,coding_score,communication_score,specialization,placed
8.506,0,0,1,1,60.5,64.5,Computer Science,1
7.170999999999999,0,0,0,1,47.0,75.5,Information Technology,1
7.334999999999999,0,1,0,0,42.0,68.5,Computer Science,1
6.362,1,0,2,0,74.0,64.5,Computer Science,0
5.9399999999999995,2,0,0,1,47.0,64.5,Information Technology,0
6.6129999999999995,1,0,0,0,42.0,70.0,Computer Science,0
7.098999999999999,0,0,2,0,69.0,64.5,Computer Science,1
6.426,1,0,1,0,75.5,64.5,Computer Science,0
8.452,0,0,0,0,47.0,70.0,Information Technology,1
7.705,0,0,2,0,79.0,64.5,Computer Science,1
8.997,0,0,0,0,42.0,53.5,Information Technology,1
6.2509999999999994,1,0,1,0,70.5,64.5,Computer Science,0
7.519,0,2,0,1,42.0,83.5,Computer Science,1
8.699,0,0,1,1,60.5,70.0,Computer Science,1
6.156000000000001,1,0,0,1,42.0,64.5,Information Technology,0
7.006,0,0,0,0,42.0,59.0,Information Technology,0
7.929,0,0,1,1,60.5,59.0,Computer Science,1
8.618,0,0,2,0,79.0,53.5,Computer Science,1
7.723000000000001,0,0,0,0,42.0,64.5,Computer Science,1
6.189,1,1,0,1,42.0,63.0,Information Technology,0
7.364,0,0,0,1,47.0,75.5,Information Technology,1
8.018,0,1,0,1,42.0,74.0,Computer Science,1
8.217,0,1,1,1,45.5,68.5,Information Technology,1
7.633,0,0,0,0,42.0,59.0,Computer Science,0
8.214,0,0,2,1,74.0,64.5,Computer Science,1
8.791,0,0,1,1,50.5,64.5,Information Technology,1
8.967,0,0,1,1,70.5,70.0,Computer Science,1
8.75,0,0,1,0,50.5,75.5,Information Technology,1
8.714,0,2,0,0,42.0,83.5,Information Technology,1
7.624,0,0,1,0,50.5,64.5,Information Technology,1
8.181999999999999,0,0,1,0,75.5,53.5,Computer Science,1
8.65,0,0,1,1,50.5,59.0,Information Technology,1
8.418000000000001,0,1,0,0,42.0,74.0,Computer Science,1
8.802,0,0,1,0,70.5,64.5,Computer Science,1
9.086,0,0,0,0,42.0,64.5,Computer Science,1
8.145,0,0,1,0,65.5,59.0,Computer Science,1
6.565,1,1,0,0,42.0,74.0,Information Technology,0
8.748000000000001,0,0,1,1,70.5,70.0,Computer Science,1
6.8420000000000005,1,0,0,1,72.0,70.0,Computer Science,0
7.904000000000001,0,0,1,0,45.5,70.0,Computer Science,1
7.720999999999999,0,1,0,0,47.0,68.5,Information Technology,1
8.253,0,0,0,1,42.0,59.0,Information Technology,1
8.793000000000001,0,0,1,0,70.5,59.0,Computer Science,1
6.534000000000001,1,2,1,0,70.5,72.5,Computer Science,1
5.816,2,0,2,1,79.0,64.5,Computer Science,0
6.238,1,0,1,1,75.5,75.5,Computer Science,0
8.827,0,0,1,0,55.5,64.5,Computer Science,1
7.831999999999999,0,0,1,1,60.5,59.0,Computer Science,1
8.45,0,0,1,0,70.5,64.5,Computer Science,1
6.343,1,0,0,0,42.0,64.5,Information Technology,0
9.086,0,1,1,0,70.5,63.0,Computer Science,1
7.912999999999999,0,0,1,0,75.5,64.5,Computer Science,1
7.661,0,0,2,1,84.0,70.0,Computer Science,1
6.1850000000000005,1,0,1,0,60.5,53.5,Computer Science,0
7.223999999999999,0,0,0,1,42.0,75.5,Computer Science,1
6.412999999999999,1,0,0,0,42.0,75.5,Information Technology,0
8.22,0,0,1,0,55.5,64.5,Computer Science,1
6.083,1,0,1,1,70.5,59.0,Computer Science,0
8.301,0,1,0,0,42.0,68.5,Computer Science,1
8.589,0,0,2,0,69.0,59.0,Computer Science,1
7.029999999999999,0,0,0,1,47.0,59.0,Information Technology,0
7.837000000000001,0,0,1,0,65.5,59.0,Computer Science,1
9.015,0,0,0,1,42.0,75.5,Computer Science,1
6.152,1,0,0,0,42.0,64.5,Computer Science,0
7.015000000000001,0,0,1,0,70.5,59.0,Computer Science,1
6.279,1,0,0,0,47.0,64.5,Information Technology,0
7.581,0,0,1,0,45.5,64.5,Computer Science,1
8.139,0,0,0,0,42.0,75.5,Computer Science,1
6.798,1,1,0,1,42.0,79.5,Computer Science,0
7.876,0,0,0,1,42.0,75.5,Information Technology,1
7.606999999999999,0,0,1,1,85.5,70.0,Computer Science,1
7.7459999999999996,0,2,1,1,50.5,83.5,Information Technology,1
6.581999999999999,1,0,1,1,70.5,59.0,Computer Science,0
8.551,0,0,0,1,57.0,59.0,Computer Science,1
8.845,0,1,0,0,42.0,79.5,Computer Science,1
8.947,0,0,1,1,50.5,75.5,Information Technology,1
8.966,0,0,0,1,42.0,70.0,Computer Science,1
8.491,0,0,0,1,42.0,81.0,Information Technology,1
8.370999999999999,0,0,1,0,45.5,59.0,Information Technology,1
8.25,0,0,2,0,69.0,59.0,Computer Science,1
6.1579999999999995,1,0,1,0,65.5,53.5,Computer Science,0
8.139,0,0,1,1,85.5,64.5,Computer Science,1
8.858,0,0,2,0,84.0,64.5,Computer Science,1
8.365,0,0,1,0,45.5,59.0,Computer Science,1
8.753,0,0,0,0,42.0,81.0,Information Technology,1
6.88,1,0,0,0,42.0,64.5,Computer Science,0
6.12,1,0,1,0,70.5,59.0,Computer Science,0
8.717,0,0,1,0,60.5,64.5,Computer Science,1
8.83,0,0,0,0,42.0,64.5,Information Technology,1
7.513,0,0,1,1,80.5,70.0,Computer Science,1
6.885,1,0,0,0,42.0,59.0,Information Technology,0
6.398,1,0,2,1,84.0,64.5,Computer Science,1
6.144,1,0,1,1,45.5,75.5,Information Technology,0
7.578,0,0,2,0,89.0,64.5,Computer Science,1
6.979000000000001,1,1,1,1,45.5,85.0,Information Technology,0
5.961,2,0,0,1,42.0,64.5,Computer Science,0
7.794,0,0,0,0,62.0,48.0,Computer Science,1
9.111,0,1,2,0,74.0,68.5,Computer Science,1
7.781999999999999,0,0,0,0,42.0,64.5,Information Technology,1
7.018000000000001,0,0,2,0,84.0,64.5,Computer Science,1
7.015000000000001,0,1,0,0,42.0,74.0,Information Technology,1
8.248000000000001,0,0,0,0,42.0,70.0,Information Technology,1
6.296,1,0,2,1,89.0,70.0,Computer Science,1
7.173,0,0,1,0,80.5,59.0,Computer Science,1
8.036,0,0,0,0,47.0,70.0,Information Technology,1
7.284000000000001,0,0,0,1,42.0,70.0,Computer Science,0
8.190999999999999,0,1,0,1,67.0,63.0,Computer Science,1
7.065,0,0,2,1,69.0,70.0,Computer Science,1
8.475,0,0,0,0,42.0,64.5,Information Technology,1
8.702,0,0,0,1,42.0,70.0,Computer Science,1
7.632,0,0,1,1,95.5,70.0,Computer Science,1
6.9079999999999995,1,2,0,1,42.0,83.5,Computer Science,0
8.97,0,0,0,1,47.0,53.5,Information Technology,1
9.134,0,0,0,0,42.0,64.5,Computer Science,1
7.039,0,0,1,0,75.5,64.5,Computer Science,1
6.711,1,0,1,1,80.5,59.0,Computer Science,0
6.542,1,0,0,1,42.0,70.0,Information Technology,0
6.268,1,1,0,0,42.0,68.5,Computer Science,0
6.426,1,0,0,1,42.0,75.5,Information Technology,0
9.097,0,1,0,1,42.0,74.0,Computer Science,1
7.7829999999999995,0,0,1,0,50.5,75.5,Information Technology,1
6.5760000000000005,1,0,0,1,42.0,64.5,Information Technology,0
6.747,1,0,2,1,89.0,70.0,Computer Science,1
7.106999999999999,0,0,1,1,75.5,64.5,Computer Science,1
6.176,1,0,0,0,47.0,64.5,Information Technology,0
7.878,0,0,0,0,47.0,70.0,Information Technology,1
8.294,0,0,0,1,72.0,64.5,Computer Science,1
9.055,0,1,0,1,47.0,74.0,Information Technology,1
8.049,0,0,2,1,84.0,70.0,Computer Science,1
8.976,0,0,0,1,62.0,53.5,Computer Science,1
8.961,0,1,0,0,47.0,74.0,Information Technology,1
6.154999999999999,1,0,1,0,45.5,75.5,Information Technology,0
8.139,0,1,0,1,42.0,63.0,Computer Science,1
6.478,1,0,3,1,87.5,70.0,Computer Science,1
7.237,0,1,2,0,69.0,52.0,Computer Science,1
8.658,0,0,1,1,75.5,70.0,Computer Science,1
8.287,0,0,1,0,50.5,64.5,Information Technology,1
6.516,1,1,2,0,69.0,63.0,Computer Science,1
7.331,0,0,0,0,42.0,59.0,Computer Science,0
6.454000000000001,1,1,0,1,42.0,74.0,Information Technology,0
8.328,0,1,0,1,42.0,63.0,Information Technology,1
6.276,1,1,0,1,42.0,63.0,Information Technology,0
7.781000000000001,0,0,1,0,50.5,70.0,Information Technology,1
8.503,0,2,0,1,42.0,72.5,Information Technology,1
8.854000000000001,0,0,1,0,70.5,59.0,Computer Science,1
8.558,0,0,1,0,70.5,64.5,Computer Science,1
9.037,0,0,0,0,42.0,64.5,Computer Science,1
6.393,1,1,1,0,50.5,74.0,Information Technology,0
6.266,1,0,0,1,42.0,75.5,Computer Science,0
8.708,0,1,1,1,45.5,74.0,Information Technology,1
6.962999999999999,1,0,0,1,42.0,59.0,Computer Science,0
6.725,1,0,2,1,74.0,64.5,Computer Science,1
8.501999999999999,0,0,0,1,47.0,59.0,Information Technology,1
5.816,2,1,2,0,49.0,74.0,Information Technology,0
6.475,1,1,1,0,45.5,74.0,Computer Science,0
8.509,0,0,0,0,42.0,70.0,Computer Science,1
8.099,0,1,2,1,69.0,68.5,Computer Science,1
8.656,0,1,1,1,50.5,85.0,Information Technology,1
8.979000000000001,0,0,0,1,42.0,59.0,Information Technology,1
8.914,0,2,0,0,42.0,78.0,Computer Science,1
6.367,1,0,2,0,94.0,64.5,Computer Science,1
8.665000000000001,0,1,0,0,42.0,68.5,Information Technology,1
8.258,0,0,0,1,42.0,75.5,Information Technology,1
7.955,0,0,1,0,50.5,70.0,Information Technology,1
6.665000000000001,1,0,0,1,47.0,70.0,Information Technology,0
7.376,0,0,2,0,54.0,59.0,Computer Science,1
7.184,0,0,0,1,42.0,70.0,Computer Science,0
7.364,0,1,0,1,42.0,79.5,Computer Science,1
7.104000000000001,0,1,0,0,42.0,74.0,Computer Science,1
6.970999999999999,1,1,1,0,45.5,63.0,Information Technology,0
7.712000000000001,0,0,1,0,80.5,64.5,Computer Science,1
8.587,0,0,1,1,70.5,70.0,Computer Science,1
7.309,0,0,2,0,64.0,64.5,Computer Science,1
8.036,0,2,1,0,80.5,67.0,Computer Science,1
7.792,0,0,1,1,90.5,70.0,Computer Science,1
8.375,0,0,2,1,54.0,64.5,Computer Science,1
9.051,0,1,0,1,42.0,63.0,Computer Science,1
6.573,1,0,0,0,42.0,75.5,Computer Science,0
8.543000000000001,0,0,0,2,42.0,64.5,Information Technology,1
8.36,0,1,0,1,42.0,74.0,Information Technology,1
6.417,1,0,0,1,42.0,59.0,Computer Science,0
7.622,0,0,2,0,84.0,64.5,Computer Science,1
6.8790000000000004,1,0,0,1,42.0,70.0,Information Technology,0
7.251,0,1,1,0,45.5,74.0,Information Technology,1
7.1579999999999995,0,0,1,0,45.5,64.5,Information Technology,1
6.647,1,0,0,0,47.0,64.5,Information Technology,0
8.346,0,0,0,0,42.0,70.0,Computer Science,1
7.2090000000000005,0,0,0,1,52.0,53.5,Computer Science,0
7.2459999999999996,0,0,0,0,47.0,75.5,Information Technology,1
6.079,1,0,1,0,50.5,70.0,Information Technology,0
7.817,0,0,1,0,45.5,75.5,Information Technology,1
8.52,0,0,0,1,42.0,70.0,Information Technology,1
8.347,0,0,3,1,92.5,70.0,Computer Science,1
8.074,0,0,0,1,47.0,64.5,Information Technology,1
8.675,0,1,1,0,45.5,79.5,Information Technology,1
6.340999999999999,1,0,2,1,64.0,70.0,Computer Science,0
7.427,0,1,2,1,74.0,74.0,Computer Science,1
7.6209999999999996,0,1,0,0,47.0,68.5,Information Technology,1
7.831,0,0,0,2,47.0,53.5,Computer Science,0
8.667,0,1,0,1,42.0,79.5,Computer Science,1
7.040000000000001,0,0,0,0,42.0,59.0,Computer Science,0
8.190999999999999,0,0,2,0,74.0,53.5,Computer Science,1
8.812999999999999,0,0,1,1,70.5,70.0,Computer Science,1
8.774,0,0,1,1,50.5,75.5,Information Technology,1
7.948,0,1,0,0,52.0,57.5,Computer Science,1
5.997,2,0,1,0,50.5,70.0,Information Technology,0
9.128,0,0,0,1,42.0,64.5,Information Technology,1
8.693000000000001,0,0,1,0,50.5,64.5,Information Technology,1
8.302,0,0,2,1,79.0,75.5,Computer Science,1
6.489,1,0,0,0,42.0,75.5,Information Technology,0
8.056000000000001,0,0,0,0,42.0,64.5,Information Technology,1
8.718,0,1,1,0,50.5,68.5,Information Technology,1
6.854000000000001,1,1,0,0,42.0,68.5,Computer Science,0
6.313000000000001,1,0,1,0,75.5,53.5,Computer Science,0
7.501,0,1,0,0,72.0,68.5,Computer Science,1
6.007,1,0,0,1,47.0,53.5,Information Technology,0
6.506,1,1,1,1,75.5,68.5,Computer Science,1
8.318999999999999,0,1,0,1,42.0,74.0,Information Technology,1
8.792,0,0,0,1,42.0,59.0,Information Technology,1
6.044,1,0,0,0,42.0,70.0,Information Technology,0
6.6819999999999995,1,0,1,1,80.5,70.0,Computer Science,1
7.4030000000000005,0,1,1,0,60.5,68.5,Computer Science,1
5.8149999999999995,2,0,0,0,47.0,75.5,Information Technology,0
7.578,0,0,2,0,99.0,64.5,Computer Science,1
9.004000000000001,0,0,1,0,50.5,70.0,Information Technology,1
6.43,1,0,1,1,80.5,70.0,Computer Science,1
8.08,0,0,2,0,49.0,75.5,Information Technology,1
9.009,0,0,0,1,42.0,64.5,Computer Science,1
8.754000000000001,0,0,0,0,42.0,64.5,Information Technology,1
5.997999999999999,2,0,0,0,42.0,64.5,Information Technology,0
